-55.2772 0.001798 0
-55.2672 0.002258 0
-55.2572 0.00281 0
-55.2472 0.003456 0
-55.2372 0.004207 0
-55.2272 0.005063 0
-55.2172 0.006025 0
-55.2072 0.00711 0
-55.1972 0.00829 0
-55.1872 0.00957 0
-55.1772 0.01093 0
-55.1672 0.0124 0
-55.1572 0.01381 0
-55.1472 0.01531 0
-55.1372 0.0168 0
-55.1272 0.01819 0
-55.1172 0.01956 0
-55.1072 0.02071 0
-55.0972 0.02184 0
-55.0872 0.02275 0
-55.0772 0.02342 0
-55.0672 0.02386 0
-55.0572 0.02417 0
-55.0472 0.02415 0
-55.0372 0.02399 0
-55.0272 0.02352 0
-55.0172 0.02292 0
-55.0072 0.0222 0
-54.9972 0.02138 0
-54.9872 0.02045 0
-54.9772 0.01942 0
-54.9672 0.01851 0
-54.9572 0.01762 0
-54.9472 0.01685 0
-54.9372 0.01622 0
-54.9272 0.01572 0
-54.9172 0.01547 0
-54.9072 0.01546 0
-54.8972 0.01561 0
-54.8872 0.0162 0
-54.8772 0.01695 0
-54.8672 0.01794 0
-54.8572 0.01927 0
-54.8472 0.02075 0
-54.8372 0.02245 0
-54.8272 0.02427 0
-54.8172 0.0262 0
-54.8072 0.02824 0
-54.7972 0.03026 0
-54.7872 0.03227 0
-54.7772 0.03414 0
-54.7672 0.03587 0
-54.7572 0.03736 0
-54.7472 0.03869 0
-54.7372 0.03977 0
-54.7272 0.0406 0
-54.7172 0.04117 0
-54.7072 0.0415 0
-54.6972 0.04168 0
-54.6872 0.04164 0
-54.6772 0.04137 0
-54.6672 0.04109 0
-54.6572 0.0407 0
-54.6472 0.04032 0
-54.6372 0.03996 0
-54.6272 0.0396 0
-54.6172 0.03937 0
-54.6072 0.03926 0
-54.5972 0.03917 0
-54.5872 0.03919 0
-54.5772 0.03922 0
-54.5672 0.03925 0
-54.5572 0.03927 0
-54.5472 0.03927 0
-54.5372 0.03914 0
-54.5272 0.03878 0
-54.5172 0.03838 0
-54.5072 0.03774 0
-54.4972 0.03695 0
-54.4872 0.03592 0
-54.4772 0.03464 0
-54.4672 0.03323 0
-54.4572 0.03168 0
-54.4472 0.03001 0
-54.4372 0.02823 0
-54.4272 0.02643 0
-54.4172 0.02454 0
-54.4072 0.02276 0
-54.3972 0.021 0
-54.3872 0.01947 0
-54.3772 0.01796 0
-54.3672 0.01659 0
-54.3572 0.01546 0
-54.3472 0.01446 0
-54.3372 0.0136 0
-54.3272 0.01297 0
-54.3172 0.01248 0
-54.3072 0.01221 0
-54.2972 0.01198 0
-54.2872 0.01196 0
-54.2772 0.01197 0
-54.2672 0.01218 0
-54.2572 0.01231 0
-54.2472 0.01265 0
-54.2372 0.01299 0
-54.2272 0.01323 0
-54.2172 0.01357 0
-54.2072 0.0139 0
-54.1972 0.01424 0
-54.1872 0.01457 0
-54.1772 0.01489 0
-54.1672 0.01511 0
-54.1572 0.01532 0
-54.1472 0.01552 0
-54.1372 0.01562 0
-54.1272 0.01561 0
-54.1172 0.01559 0
-54.1072 0.01557 0
-54.0972 0.01544 0
-54.0872 0.0152 0
-54.0772 0.01495 0
-54.0672 0.0146 0
-54.0572 0.01424 0
-54.0472 0.01378 0
-54.0372 0.01321 0
-54.0272 0.01263 0
-54.0172 0.01205 0
-54.0072 0.01139 0
-53.9972 0.01071 0
-53.9872 0.01002 0
-53.9772 0.00932 0
-53.9672 0.0086 0
-53.9572 0.0079 0
-53.9472 0.00722 0
-53.9372 0.006535 0
-53.9272 0.005897 0
-53.9172 0.005272 0
-53.9072 0.004692 0
-53.8972 0.004147 0
-53.8872 0.003646 0
-53.8772 0.003181 0
-53.8672 0.002751 0
-53.8572 0.002367 0
-53.8472 0.002028 0
-53.8372 0.001715 0
-53.8272 0.001446 0
-53.8172 0.001213 0
-53.8072 0.001003 0
-53.7972 0.000827 0
-53.7872 0.0006754 0
-53.7772 0.0005481 0
-53.7672 0.0004408 0
-53.7572 0.000351 0
-53.7472 0.0002786 0
-53.7372 0.000218 0
-53.7272 0.0001701 0
-53.7172 0.0001305 0
-53.7072 0.0001 0
-53.6972 7.57e-05 0
-53.6872 5.683e-05 0
-53.6772 4.226e-05 0
-53.6672 3.109e-05 0
-53.6572 2.27e-05 0
-53.6472 1.641e-05 0
-53.6372 1.175e-05 0
-53.6272 8.34e-06 0
-53.6172 5.862e-06 0
-53.6072 4.071e-06 0
-53.5972 2.803e-06 0
-53.5872 1.918e-06 0
-53.5772 1.291e-06 0
-53.5672 8.64e-07 0
-53.5572 5.717e-07 0
-53.5472 3.742e-07 0
-53.5372 2.428e-07 0
-53.5272 1.557e-07 0
-53.5172 9.91e-08 0
-53.5072 6.237e-08 0
-53.4972 3.879e-08 0
-53.4872 2.392e-08 0
-53.4772 1.462e-08 0
-53.4672 8.8e-09 0
-53.4572 5.259e-09 0
-53.4472 3.111e-09 0
-53.4372 1.822e-09 0
-53.4272 1.054e-09 0
-53.4172 6.046e-10 0
-53.4072 3.424e-10 0
-53.3972 1.926e-10 0
-53.3872 1.069e-10 0
-53.3772 5.871e-11 0
-53.3672 3.191e-11 0
-53.3572 1.717e-11 0
-53.3472 9.15e-12 0
-53.3372 4.825e-12 0
-53.3272 2.517e-12 0
-53.3172 1.298e-12 0
-53.3072 6.609e-13 0
-53.2972 3.328e-13 0
-53.2872 1.658e-13 0
-53.2772 8.18e-14 0
-53.2672 3.846e-14 0
-53.2572 1.754e-14 0
-53.2472 7.42e-15 0
-53.2372 3.171e-15 0
-53.2272 1.1465e-16 0
-53.2172 8.829e-18 0
-53.2072 0.0 0
-53.1972 0.0 0
-53.1872 0.0 0
-53.1772 0.0 0
-53.1672 0.0 0
-53.1572 0.0 0
-53.1472 0.0 0
-53.1372 0.0 0
-53.1272 0.0 0
-53.1172 0.0 0
-53.1072 0.0 0
-53.0972 0.0 0
-53.0872 0.0 0
-53.0772 0.0 0
-53.0672 0.0 0
-53.0572 0.0 0
-53.0472 0.0 0
-53.0372 0.0 0
-53.0272 0.0 0
-53.0172 0.0 0
-53.0072 0.0 0
-52.9972 0.0 0
-52.9872 0.0 0
-52.9772 0.0 0
-52.9672 0.0 0
-52.9572 0.0 0
-52.9472 0.0 0
-52.9372 0.0 0
-52.9272 0.0 0
-52.9172 0.0 0
-52.9072 0.0 0
-52.8972 0.0 0
-52.8872 0.0 0
-52.8772 0.0 0
-52.8672 0.0 0
-52.8572 0.0 0
-52.8472 0.0 0
-52.8372 0.0 0
-52.8272 0.0 0
-52.8172 0.0 0
-52.8072 0.0 0
-52.7972 0.0 0
-52.7872 0.0 0
-52.7772 0.0 0
-52.7672 0.0 0
-52.7572 0.0 -1.267e-14
-52.7472 0.0 -8.7e-14
-52.7372 0.0 -3.58e-13
-52.7272 0.0 -7.89e-13
-52.7172 0.0 -1.653e-12
-52.7072 0.0 -3.36e-12
-52.6972 0.0 -6.84e-12
-52.6872 0.0 -1.369e-11
-52.6772 0.0 -2.72e-11
-52.6672 0.0 -5.31e-11
-52.6572 0.0 -1.027e-10
-52.6472 0.0 -1.97e-10
-52.6372 0.0 -3.72e-10
-52.6272 0.0 -6.97e-10
-52.6172 0.0 -1.292e-09
-52.6072 0.0 -2.368e-09
-52.5972 0.0 -4.3e-09
-52.5872 0.0 -7.72e-09
-52.5772 0.0 -1.37e-08
-52.5672 0.0 -2.408e-08
-52.5572 0.0 -4.19e-08
-52.5472 0.0 -7.2e-08
-52.5372 0.0 -1.226e-07
-52.5272 0.0 -2.065e-07
-52.5172 0.0 -3.44e-07
-52.5072 0.0 -5.67e-07
-52.4972 0.0 -9.24e-07
-52.4872 0.0 -1.492e-06
-52.4772 0.0 -2.384e-06
-52.4672 0.0 -3.77e-06
-52.4572 0.0 -5.89e-06
-52.4472 0.0 -9.11e-06
-52.4372 0.0 -1.396e-05
-52.4272 0.0 -2.114e-05
-52.4172 0.0 -3.17e-05
-52.4072 0.0 -4.7e-05
-52.3972 0.0 -6.9e-05
-52.3872 0.0 -0.0001003
-52.3772 0.0 -0.0001441
-52.3672 0.0 -0.0002054
-52.3572 0.0 -0.000288
-52.3472 0.0 -0.000402
-52.3372 0.0 -0.000554
-52.3272 0.0 -0.000757
-52.3172 0.0 -0.001021
-52.3072 0.0 -0.001365
-52.2972 0.0 -0.001803
-52.2872 0.0 -0.002368
-52.2772 0.0 -0.00307
-52.2672 0.0 -0.00393
-52.2572 0.0 -0.00498
-52.2472 0.0 -0.00627
-52.2372 0.0 -0.00781
-52.2272 0.0 -0.00961
-52.2172 0.0 -0.01172
-52.2072 0.0 -0.01414
-52.1972 0.0 -0.01694
-52.1872 0.0 -0.02003
-52.1772 0.0 -0.02339
-52.1672 0.0 -0.02721
-52.1572 0.0 -0.03128
-52.1472 0.0 -0.0356
-52.1372 0.0 -0.0401
-52.1272 0.0 -0.0447
-52.1172 0.0 -0.0495
-52.1072 0.0 -0.0543
-52.0972 0.0 -0.0589
-52.0872 0.0 -0.0634
-52.0772 0.0 -0.0675
-52.0672 0.0 -0.0713
-52.0572 0.0 -0.0747
-52.0472 0.0 -0.0777
-52.0372 0.0 -0.0801
-52.0272 0.0 -0.0817
-52.0172 0.0 -0.0828
-52.0072 0.0 -0.0834
-51.9972 0.0 -0.0832
-51.9872 0.0 -0.0825
-51.9772 0.0 -0.0812
-51.9672 0.0 -0.0794
-51.9572 0.0 -0.0771
-51.9472 0.0 -0.0745
-51.9372 0.0 -0.0716
-51.9272 0.0 -0.06856
-51.9172 0.0 -0.06533
-51.9072 0.0 -0.06197
-51.8972 0.0 -0.0587
-51.8872 0.0 -0.0555
-51.8772 0.0 -0.0524
-51.8672 0.0 -0.04939
-51.8572 0.0 -0.04667
-51.8472 0.0 -0.04413
-51.8372 0.0 -0.04186
-51.8272 0.0 -0.03985
-51.8172 0.0 -0.03801
-51.8072 0.0 -0.0364
-51.7972 0.0 -0.03503
-51.7872 0.0 -0.03389
-51.7772 0.0 -0.03287
-51.7672 0.0 -0.03195
-51.7572 0.0 -0.03114
-51.7472 0.0 -0.03043
-51.7372 0.0 -0.02971
-51.7272 0.0 -0.02908
-51.7172 0.0 -0.02844
-51.7072 0.0 -0.02779
-51.6972 0.0 -0.02702
-51.6872 0.0 -0.02624
-51.6772 0.0 -0.02545
-51.6672 0.0 -0.02455
-51.6572 0.0 -0.02364
-51.6472 0.0 -0.02273
-51.6372 0.0 -0.02171
-51.6272 0.0 -0.02068
